Clicks;Cost;Conversions;Device;Place;BannerType;QueryType (search only);TargetingType;Shows
2;35,3085;0;Desktop;Networks;image_ad;none;Retargeting;803
3932;53207,61508;16;Mobile;Networks;image_ad;none;Phrase;444056
4;31,26678814;0;Mobile;Networks;image_ad;none;Retargeting;544
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
414;7506,591407;39;Desktop;Networks;image_ad;none;Phrase;358328
2;26,86438983;0;Desktop;Networks;image_ad;none;Retargeting;950
3854;29574,56725;61;Mobile;Networks;image_ad;none;Phrase;141479
27;239,7605847;0;Mobile;Networks;image_ad;none;Retargeting;1501
120;2480,623093;1;Desktop;Networks;image_ad;none;Phrase;77353
618;19562,8681;33;Desktop;Networks;image_ad;none;Retargeting;789181
299;2416,627805;5;Mobile;Networks;image_ad;none;Phrase;14714
1788;26672,63334;24;Mobile;Networks;image_ad;none;Retargeting;146347
18;5137,233;3;Desktop;Search;mcbanner;Brand;Phrase;6229
4;859,7012288;0;Desktop;Search;mcbanner;Competitor;Phrase;1168
156;44347,22225;23;Desktop;Search;mcbanner;Other;Phrase;41066
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;43
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;5
4;1208,716093;1;Mobile;Search;mcbanner;Other;Phrase;272
44;16220,17998;0;Desktop;Search;mcbanner;Brand;Phrase;29064
46;3794,127864;4;Desktop;Search;mcbanner;Competitor;Phrase;8823
1;82,24609322;0;Desktop;Search;mcbanner;Other;Phrase;111
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;293
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;77
0;0;0;Mobile;Search;mcbanner;Other;Phrase;2
1;191,0556102;0;Desktop;Search;mcbanner;Brand;Phrase;161
509;80342,32373;89;Desktop;Search;mcbanner;Competitor;Phrase;208514
467;97985,50444;97;Desktop;Search;mcbanner;Other;Phrase;80955
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;2
6;1243,419305;0;Mobile;Search;mcbanner;Competitor;Phrase;794
2;420,1084831;1;Mobile;Search;mcbanner;Other;Phrase;577
24;7143,82978;9;Desktop;Search;mcbanner;Brand;Phrase;3076
55;14522,9717;9;Desktop;Search;mcbanner;Competitor;Phrase;6407
256;60474,06247;42;Desktop;Search;mcbanner;Other;Phrase;38017
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;37
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;36
1;77,955;0;Mobile;Search;mcbanner;Other;Phrase;204
0;0;1;Desktop;Networks;text;none;Phrase;0
0;0;2;Desktop;Networks;text;none;Retargeting;0
17397;565830,1163;2372;Desktop;Search;text;Brand;Phrase;31595
0;0;0;Desktop;Search;text;Competitor;Phrase;0
0;0;0;Desktop;Search;text;Other;Phrase;7
0;0;1;Mobile;Networks;text;none;Phrase;0
36891;925772,3869;5357;Mobile;Search;text;Brand;Phrase;71093
0;0;1;Mobile;Search;text;Competitor;Phrase;0
4;109,9853898;0;Mobile;Search;text;Other;Phrase;32
11575;252126,3445;510;Desktop;Networks;text;none;Phrase;9995885
19;313,6475847;0;Desktop;Networks;text;none;Retargeting;10439
86397;1311512,264;5541;Desktop;Search;text;Brand;Phrase;332904
5020;185502,4594;263;Desktop;Search;text;Competitor;Phrase;101216
9351;536643,1709;781;Desktop;Search;text;Other;Phrase;129618
41822;487269,0959;675;Mobile;Networks;text;none;Phrase;5554416
60;654,9342966;2;Mobile;Networks;text;none;Retargeting;5128
101614;1240475,645;7311;Mobile;Search;text;Brand;Phrase;328068
7342;324675,5798;507;Mobile;Search;text;Competitor;Phrase;199701
14265;950596,3224;1302;Mobile;Search;text;Other;Phrase;210416
74183;2212387,824;1778;Desktop;Networks;text;none;Phrase;244849113
5834;185313,3837;167;Desktop;Networks;text;none;Retargeting;6306936
58318;514584,5958;4235;Desktop;Search;text;Brand;Phrase;197141
8615;711657,7339;546;Desktop;Search;text;Competitor;Phrase;134605
39445;4500181,743;2708;Desktop;Search;text;Other;Phrase;306070
237480;3100776,551;1788;Mobile;Networks;text;none;Phrase;31214346
19077;349758,7692;270;Mobile;Networks;text;none;Retargeting;2565836
52599;563480,5878;3701;Mobile;Search;text;Brand;Phrase;159550
14687;1284169,403;904;Mobile;Search;text;Competitor;Phrase;221066
56934;6347551,902;3681;Mobile;Search;text;Other;Phrase;373502
5528;189165,1757;270;Desktop;Networks;text;none;Phrase;4627368
13;269,8353814;0;Desktop;Networks;text;none;Retargeting;11880
18290;516198,2581;1271;Desktop;Search;text;Brand;Phrase;95832
4936;384214,8818;488;Desktop;Search;text;Competitor;Phrase;182928
9977;1039575,034;1304;Desktop;Search;text;Other;Phrase;161653
59641;1105473,441;1056;Mobile;Networks;text;none;Phrase;6648727
42;615,9418983;4;Mobile;Networks;text;none;Retargeting;4190
14661;269845,0528;1562;Mobile;Search;text;Brand;Phrase;54830
8637;816151,5249;1037;Mobile;Search;text;Competitor;Phrase;248950
13854;1613650,003;2319;Mobile;Search;text;Other;Phrase;182668
0;0;0;Desktop;Networks;text;none;Phrase;0
19;497,660822;0;Desktop;Networks;text;none;Retargeting;71857
28478;1379490,185;1895;Desktop;Search;text;Brand;Phrase;186646
3444;260091,5553;277;Desktop;Search;text;Competitor;Phrase;93059
16809;1622393,598;1352;Desktop;Search;text;Other;Phrase;169036
451;4654,260381;3;Mobile;Networks;text;none;Retargeting;59832
31305;699121,5098;3638;Mobile;Search;text;Brand;Phrase;119464
6463;513525,0719;707;Mobile;Search;text;Competitor;Phrase;153212
20588;1943605,646;2903;Mobile;Search;text;Other;Phrase;173669
38021;1503000,34;1342;Desktop;Networks;text;none;Phrase;55235012
2071;98756,42171;52;Desktop;Networks;text;none;Retargeting;2365155
52992;1451743,326;11933;Desktop;Search;text;Brand;Phrase;210986
9;227,8061186;0;Desktop;Search;text;Competitor;Phrase;330
640;16898,31442;103;Desktop;Search;text;Other;Phrase;3211
39735;598427,404;473;Mobile;Networks;text;none;Phrase;5940552
3481;41972,34409;37;Mobile;Networks;text;none;Retargeting;384076
87607;1848547,434;17321;Mobile;Search;text;Brand;Phrase;265613
27;998,1698898;5;Mobile;Search;text;Competitor;Phrase;550
1634;27672,53786;295;Mobile;Search;text;Other;Phrase;5185
0;0;0;Desktop;Networks;text;none;Phrase;0
0;0;0;Desktop;Networks;text;none;Retargeting;0
81685;1390093,09;2815;Desktop;Search;text;Brand;Phrase;176321
629;45186,77298;18;Desktop;Search;text;Competitor;Phrase;12489
26976;1926495,335;581;Desktop;Search;text;Other;Phrase;274491
0;0;0;Mobile;Networks;text;none;Phrase;0
0;0;0;Mobile;Networks;text;none;Retargeting;0
121523;1454644,065;1484;Mobile;Search;text;Brand;Phrase;304984
451;20461,49174;2;Mobile;Search;text;Competitor;Phrase;11579
16492;774383,2522;80;Mobile;Search;text;Other;Phrase;233919
18762;421250,1406;1316;Desktop;Networks;text;none;Phrase;16598263
42;768,533822;1;Desktop;Networks;text;none;Retargeting;37402
37959;319945,782;3121;Desktop;Search;text;Brand;Phrase;122455
3105;103779,2222;192;Desktop;Search;text;Competitor;Phrase;84413
6339;414110,6464;582;Desktop;Search;text;Other;Phrase;71539
43450;601196,3946;1313;Mobile;Networks;text;none;Phrase;3869765
208;2639,396593;9;Mobile;Networks;text;none;Retargeting;18596
44216;630046,0674;5393;Mobile;Search;text;Brand;Phrase;127751
2563;123066,8164;165;Mobile;Search;text;Competitor;Phrase;68077
9958;804985,5788;1183;Mobile;Search;text;Other;Phrase;115167
6684;169311,8823;120;Desktop;Networks;text;none;Phrase;3067022
5390;175145,9356;240;Desktop;Networks;text;none;Retargeting;1415374
6045;357114,4613;1911;Desktop;Search;text;Brand;Phrase;12413
770;98973,82518;67;Desktop;Search;text;Competitor;Phrase;9302
10322;1726050,991;1262;Desktop;Search;text;Other;Phrase;99976
12179;134365,882;56;Mobile;Networks;text;none;Phrase;1397087
7781;150688,905;154;Mobile;Networks;text;none;Retargeting;1083459
14006;669223,8229;4633;Mobile;Search;text;Brand;Phrase;25256
1009;145904,5246;127;Mobile;Search;text;Competitor;Phrase;11426
13153;2290583,192;2150;Mobile;Search;text;Other;Phrase;124219
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;1;Mobile;Networks;image_ad;none;Phrase;0
1270;23268,71865;13;Desktop;Networks;image_ad;none;Phrase;1633227
43;1335,18539;0;Desktop;Networks;image_ad;none;Retargeting;40741
46068;247929,4224;11;Mobile;Networks;image_ad;none;Phrase;3171336
502;5263,117525;0;Mobile;Networks;image_ad;none;Retargeting;48848
583;17120,25585;12;Desktop;Networks;image_ad;none;Phrase;535648
7;222,7543983;0;Desktop;Networks;image_ad;none;Retargeting;2753
8490;116409,9411;52;Mobile;Networks;image_ad;none;Phrase;788316
37;405,8780847;2;Mobile;Networks;image_ad;none;Retargeting;3108
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
66;1695,149314;5;Desktop;Networks;image_ad;none;Phrase;54425
23;332,5247288;0;Desktop;Networks;image_ad;none;Retargeting;15064
1052;10522,45955;13;Mobile;Networks;image_ad;none;Phrase;61091
503;4530,506542;9;Mobile;Networks;image_ad;none;Retargeting;39219
284;3099,023339;3;Desktop;Networks;image_ad;none;Phrase;178554
36;1054,396246;1;Desktop;Networks;image_ad;none;Retargeting;16704
510;2263,172771;3;Mobile;Networks;image_ad;none;Phrase;16756
461;4464,137847;3;Mobile;Networks;image_ad;none;Retargeting;18933
0;0;0;Desktop;Search;mcbanner;Competitor;Phrase;0
30;9091,401432;1;Desktop;Search;mcbanner;Brand;Phrase;6463
2;665,31;0;Desktop;Search;mcbanner;Competitor;Phrase;1751
234;72628,02089;13;Desktop;Search;mcbanner;Other;Phrase;76183
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;46
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;13
0;0;0;Mobile;Search;mcbanner;Other;Phrase;408
38;15051,24389;1;Desktop;Search;mcbanner;Brand;Phrase;30398
27;2764,176839;2;Desktop;Search;mcbanner;Competitor;Phrase;7639
1;145,4678898;0;Desktop;Search;mcbanner;Other;Phrase;121
1;136,0268898;0;Mobile;Search;mcbanner;Brand;Phrase;342
1;88,14;0;Mobile;Search;mcbanner;Competitor;Phrase;48
6;1108,501119;1;Desktop;Search;mcbanner;Brand;Phrase;268
826;121859,5796;152;Desktop;Search;mcbanner;Competitor;Phrase;231875
501;104560,4435;85;Desktop;Search;mcbanner;Other;Phrase;107388
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;4
3;490,1180085;0;Mobile;Search;mcbanner;Competitor;Phrase;874
9;2021,189314;1;Mobile;Search;mcbanner;Other;Phrase;664
47;11939,5168;16;Desktop;Search;mcbanner;Brand;Phrase;5062
52;14577,35786;4;Desktop;Search;mcbanner;Competitor;Phrase;6697
253;65370,9133;51;Desktop;Search;mcbanner;Other;Phrase;52054
1;206,2521102;0;Mobile;Search;mcbanner;Brand;Phrase;64
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;39
2;502,4837034;0;Mobile;Search;mcbanner;Other;Phrase;233
14486;749629,3622;1699;Desktop;Search;text;Brand;Phrase;28182
242;12879,72633;7;Desktop;Search;text;Competitor;Phrase;5898
342;24066,1065;28;Desktop;Search;text;Other;Phrase;2966
0;0;0;Mobile;Networks;text;none;Phrase;0
29977;1214913,758;4305;Mobile;Search;text;Brand;Phrase;65451
384;21970,19842;28;Mobile;Search;text;Competitor;Phrase;13292
635;50205,62204;52;Mobile;Search;text;Other;Phrase;5786
25953;694181,8933;1569;Desktop;Networks;text;none;Phrase;34856584
1187;33573,99043;59;Desktop;Networks;text;none;Retargeting;978730
90566;2326143,58;8880;Desktop;Search;text;Brand;Phrase;343416
7855;343026,4352;639;Desktop;Search;text;Competitor;Phrase;183554
13352;907690,3395;1647;Desktop;Search;text;Other;Phrase;176851
68753;1076254,464;1862;Mobile;Networks;text;none;Phrase;12676535
1239;24012,65733;59;Mobile;Networks;text;none;Retargeting;169820
112899;1470317,825;13167;Mobile;Search;text;Brand;Phrase;360189
12426;611377,6894;1283;Mobile;Search;text;Competitor;Phrase;403046
20094;1482906,935;2788;Mobile;Search;text;Other;Phrase;277718
75472;2405538,961;926;Desktop;Networks;text;none;Phrase;231447604
3700;128621;61;Desktop;Networks;text;none;Retargeting;5987907
49789;513742,2384;2264;Desktop;Search;text;Brand;Phrase;182744
11184;1117902,388;357;Desktop;Search;text;Competitor;Phrase;195063
46213;5921856,605;1725;Desktop;Search;text;Other;Phrase;392279
122462;1606173,915;547;Mobile;Networks;text;none;Phrase;18379965
5142;96924,39618;58;Mobile;Networks;text;none;Retargeting;917832
58056;539957,27;2917;Mobile;Search;text;Brand;Phrase;188220
19377;2250283,776;632;Mobile;Search;text;Competitor;Phrase;345122
59291;7725721,846;2389;Mobile;Search;text;Other;Phrase;441376
8237;220025,8763;177;Desktop;Networks;text;none;Phrase;9225346
75;2506,025746;3;Desktop;Networks;text;none;Retargeting;74238
18052;523356,7532;1334;Desktop;Search;text;Brand;Phrase;94546
5328;493520,8098;402;Desktop;Search;text;Competitor;Phrase;187550
14163;1603089,602;1452;Desktop;Search;text;Other;Phrase;214813
29859;609185,8713;497;Mobile;Networks;text;none;Phrase;4122706
188;4063,249297;9;Mobile;Networks;text;none;Retargeting;24279
14884;338333,0445;1790;Mobile;Search;text;Brand;Phrase;56978
8751;1003249,722;1076;Mobile;Search;text;Competitor;Phrase;257379
14833;1995207,572;2689;Mobile;Search;text;Other;Phrase;197343
0;0;0;Desktop;Networks;text;none;Phrase;0
232;6229,807932;2;Desktop;Networks;text;none;Retargeting;585985
28462;1028043,377;1626;Desktop;Search;text;Brand;Phrase;211731
4410;312235,6599;316;Desktop;Search;text;Competitor;Phrase;108588
18896;1800935,17;1491;Desktop;Search;text;Other;Phrase;185462
1835;20369,80663;19;Mobile;Networks;text;none;Retargeting;216312
34834;632270,4243;3767;Mobile;Search;text;Brand;Phrase;132372
7947;602861,4763;1048;Mobile;Search;text;Competitor;Phrase;178456
23233;2121560,821;3439;Mobile;Search;text;Other;Phrase;192017
86006;3003557,941;2403;Desktop;Networks;text;none;Phrase;109510283
2730;129591,9115;62;Desktop;Networks;text;none;Retargeting;3444843
52839;2079282,502;11582;Desktop;Search;text;Brand;Phrase;215959
9285;502830,8443;759;Desktop;Search;text;Competitor;Phrase;532033
9305;782533,332;1122;Desktop;Search;text;Other;Phrase;271329
34388;608009,618;790;Mobile;Networks;text;none;Phrase;6876901
1601;28648,18762;49;Mobile;Networks;text;none;Retargeting;326164
101152;3463596,137;19980;Mobile;Search;text;Brand;Phrase;303529
14228;956345,7867;1163;Mobile;Search;text;Competitor;Phrase;1215579
12330;1007269,121;1754;Mobile;Search;text;Other;Phrase;415096
0;0;0;Desktop;Networks;text;none;Phrase;0
0;0;0;Desktop;Networks;text;none;Retargeting;0
80813;2394661,017;5171;Desktop;Search;text;Brand;Phrase;180122
303;23540,9971;18;Desktop;Search;text;Competitor;Phrase;5702
13408;1021273,898;605;Desktop;Search;text;Other;Phrase;133256
0;0;0;Mobile;Networks;text;none;Phrase;0
0;0;0;Mobile;Networks;text;none;Retargeting;0
122289;2273860,755;2283;Mobile;Search;text;Brand;Phrase;303332
194;9487,060144;0;Mobile;Search;text;Competitor;Phrase;5083
7721;356960,7677;76;Mobile;Search;text;Other;Phrase;109535
9138;141303,9913;454;Desktop;Networks;text;none;Phrase;8300104
119;6718,638788;5;Desktop;Networks;text;none;Retargeting;128718
30899;309098,4623;2624;Desktop;Search;text;Brand;Phrase;99409
1016;41166,82335;46;Desktop;Search;text;Competitor;Phrase;7942
4561;232151,9968;367;Desktop;Search;text;Other;Phrase;42641
14441;161437,9313;404;Mobile;Networks;text;none;Phrase;1208145
412;12270,06547;11;Mobile;Networks;text;none;Retargeting;56043
40737;715255,5988;5852;Mobile;Search;text;Brand;Phrase;115581
899;44044,52631;53;Mobile;Search;text;Competitor;Phrase;10665
5873;394109,4528;688;Mobile;Search;text;Other;Phrase;61775
15079;350822,3276;119;Desktop;Networks;text;none;Phrase;7795691
1687;56633,98213;58;Desktop;Networks;text;none;Retargeting;408321
8838;579940,0877;2130;Desktop;Search;text;Brand;Phrase;18502
1243;141985,5364;83;Desktop;Search;text;Competitor;Phrase;25057
22369;3152721,867;1526;Desktop;Search;text;Other;Phrase;291005
6627;76457,71858;45;Mobile;Networks;text;none;Phrase;959532
2013;37786,40176;37;Mobile;Networks;text;none;Retargeting;203121
20684;1058917,938;5418;Mobile;Search;text;Brand;Phrase;38710
1710;229362,8275;156;Mobile;Search;text;Competitor;Phrase;39362
24372;3551333,068;2782;Mobile;Search;text;Other;Phrase;387226
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
301;9373,537119;1;Desktop;Networks;image_ad;none;Retargeting;555581
3696;47528,00179;4;Mobile;Networks;image_ad;none;Retargeting;351797
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
2019;47931,91027;11;Desktop;Networks;image_ad;none;Phrase;1816623
210;7472,936847;7;Desktop;Networks;image_ad;none;Retargeting;187691
71748;639889,0327;43;Mobile;Networks;image_ad;none;Phrase;6953506
1921;26348,25346;12;Mobile;Networks;image_ad;none;Retargeting;206862
206;6058,808898;5;Desktop;Networks;image_ad;none;Phrase;183649
2;45,93549153;0;Desktop;Networks;image_ad;none;Retargeting;835
2534;36130,28392;28;Mobile;Networks;image_ad;none;Phrase;261243
14;152,4807458;0;Mobile;Networks;image_ad;none;Retargeting;1044
1163;45259,32178;40;Desktop;Networks;image_ad;none;Phrase;1087807
19336;259024,2717;124;Mobile;Networks;image_ad;none;Phrase;2067961
0;0;0;Desktop;Networks;image_ad;none;Phrase;0
0;0;0;Mobile;Networks;image_ad;none;Phrase;0
25;357,8472203;3;Desktop;Networks;image_ad;none;Phrase;23324
11;150,0153051;0;Desktop;Networks;image_ad;none;Retargeting;5220
483;3981,125593;11;Mobile;Networks;image_ad;none;Phrase;29601
125;1101,674314;0;Mobile;Networks;image_ad;none;Retargeting;9312
131;3866,808737;3;Desktop;Networks;image_ad;none;Phrase;55445
109;2956,301542;5;Desktop;Networks;image_ad;none;Retargeting;29715
1676;16804,04931;1;Mobile;Networks;image_ad;none;Phrase;121997
1814;23216,8951;7;Mobile;Networks;image_ad;none;Retargeting;118543
30;8777,443729;3;Desktop;Search;mcbanner;Brand;Phrase;4625
9;3111,961805;0;Desktop;Search;mcbanner;Competitor;Phrase;2892
668;307279,1945;48;Desktop;Search;mcbanner;Other;Phrase;167103
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;64
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;21
2;801,8094153;0;Mobile;Search;mcbanner;Other;Phrase;1108
39;12232,61812;0;Desktop;Search;mcbanner;Brand;Phrase;38805
19;2118,094373;2;Desktop;Search;mcbanner;Competitor;Phrase;7329
1;182,9750085;1;Desktop;Search;mcbanner;Other;Phrase;107
2;504,5682203;1;Mobile;Search;mcbanner;Brand;Phrase;413
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;93
0;0;0;Mobile;Search;mcbanner;Other;Phrase;1
7;1024,394517;1;Desktop;Search;mcbanner;Brand;Phrase;518
1425;183488,722;197;Desktop;Search;mcbanner;Competitor;Phrase;470810
643;132172,563;87;Desktop;Search;mcbanner;Other;Phrase;192250
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;4
8;997,5388983;1;Mobile;Search;mcbanner;Competitor;Phrase;2121
1;147,1576017;0;Mobile;Search;mcbanner;Other;Phrase;987
25;6185,323246;7;Desktop;Search;mcbanner;Brand;Phrase;6928
216;62137,13664;19;Desktop;Search;mcbanner;Competitor;Phrase;46271
236;60566,16137;32;Desktop;Search;mcbanner;Other;Phrase;75019
0;0;0;Mobile;Search;mcbanner;Brand;Phrase;40
0;0;0;Mobile;Search;mcbanner;Competitor;Phrase;288
0;0;0;Mobile;Search;mcbanner;Other;Phrase;127
0;0;1;Desktop;Networks;text;none;Retargeting;0
12653;738682,1958;1645;Desktop;Search;text;Brand;Phrase;28781
508;26608,65781;24;Desktop;Search;text;Competitor;Phrase;12987
2281;282380,6829;132;Desktop;Search;text;Other;Phrase;21073
26148;1327890,879;4638;Mobile;Search;text;Brand;Phrase;60337
815;49935,89807;66;Mobile;Search;text;Competitor;Phrase;27763
3319;384781,2993;242;Mobile;Search;text;Other;Phrase;29007
20540;498953,7807;1189;Desktop;Networks;text;none;Phrase;36292128
1199;30037,40245;79;Desktop;Networks;text;none;Retargeting;1179283
99545;2741422,109;9105;Desktop;Search;text;Brand;Phrase;386980
6175;276537,2025;549;Desktop;Search;text;Competitor;Phrase;115488
10534;740026,2004;1269;Desktop;Search;text;Other;Phrase;121641
38876;610619,0598;1429;Mobile;Networks;text;none;Phrase;7429485
1161;21362,5679;71;Mobile;Networks;text;none;Retargeting;154663
120285;1646862,972;14328;Mobile;Search;text;Brand;Phrase;390079
9797;509106,2948;1126;Mobile;Search;text;Competitor;Phrase;258028
15653;1166010,446;2406;Mobile;Search;text;Other;Phrase;182078
108795;3588387,066;1779;Desktop;Networks;text;none;Phrase;321358585
2856;114577,3081;80;Desktop;Networks;text;none;Retargeting;4505652
53858;635751,1426;3658;Desktop;Search;text;Brand;Phrase;187670
10520;1140927,985;606;Desktop;Search;text;Competitor;Phrase;190683
42732;5576506,257;2286;Desktop;Search;text;Other;Phrase;391109
153243;2670833,894;1428;Mobile;Networks;text;none;Phrase;28108122
5421;130421,8592;88;Mobile;Networks;text;none;Retargeting;931195
64249;654236,6505;5204;Mobile;Search;text;Brand;Phrase;204433
19782;2509659,585;1235;Mobile;Search;text;Competitor;Phrase;330249
52005;7097016,399;3429;Mobile;Search;text;Other;Phrase;382737
26580;499770,7863;291;Desktop;Networks;text;none;Phrase;26082959
79;2034,658042;1;Desktop;Networks;text;none;Retargeting;86846
19624;647144,3921;1341;Desktop;Search;text;Brand;Phrase;105401
5671;593564,122;489;Desktop;Search;text;Competitor;Phrase;220317
13889;1539740,778;1405;Desktop;Search;text;Other;Phrase;233192
25803;505340,185;468;Mobile;Networks;text;none;Phrase;3927596
163;2638,254686;5;Mobile;Networks;text;none;Retargeting;20844
14886;404103,3355;1672;Mobile;Search;text;Brand;Phrase;57083
9995;1417858,044;1190;Mobile;Search;text;Competitor;Phrase;274270
15273;2172100,726;2826;Mobile;Search;text;Other;Phrase;214272
573;13599,963;5;Desktop;Networks;text;none;Retargeting;1061959
11847;609453,9164;554;Desktop;Search;text;Brand;Phrase;97329
4824;380856,7049;334;Desktop;Search;text;Competitor;Phrase;128094
17698;2022252,369;1467;Desktop;Search;text;Other;Phrase;223998
0;0;0;Mobile;Networks;text;none;Phrase;0
6112;64826,24097;25;Mobile;Networks;text;none;Retargeting;565269
14182;547462,5737;1609;Mobile;Search;text;Brand;Phrase;64032
9373;785819,858;1142;Mobile;Search;text;Competitor;Phrase;215662
23699;2730708,405;3831;Mobile;Search;text;Other;Phrase;228694
92856;2366199,439;2431;Desktop;Networks;text;none;Phrase;66019656
3013;131347,2359;91;Desktop;Networks;text;none;Retargeting;3310729
52214;2522342,751;11072;Desktop;Search;text;Brand;Phrase;230349
18711;1008485,267;1453;Desktop;Search;text;Competitor;Phrase;1018476
17800;1603324,833;1970;Desktop;Search;text;Other;Phrase;469909
49293;805073,3444;1576;Mobile;Networks;text;none;Phrase;9279516
3807;71880,66114;103;Mobile;Networks;text;none;Retargeting;811626
100247;4900396,599;20492;Mobile;Search;text;Brand;Phrase;323850
34459;2198120,787;2569;Mobile;Search;text;Competitor;Phrase;2363526
24760;2257321,601;3353;Mobile;Search;text;Other;Phrase;773003
0;0;0;Desktop;Networks;text;none;Phrase;0
56584;2068543,842;3934;Desktop;Search;text;Brand;Phrase;148824
562;53173,12665;19;Desktop;Search;text;Competitor;Phrase;14670
25761;2256498,935;914;Desktop;Search;text;Other;Phrase;327761
0;0;0;Mobile;Networks;text;none;Phrase;0
0;0;0;Mobile;Networks;text;none;Retargeting;0
87582;2038636,392;1251;Mobile;Search;text;Brand;Phrase;230445
455;26242,51853;0;Mobile;Search;text;Competitor;Phrase;13269
18508;949463,7227;81;Mobile;Search;text;Other;Phrase;273007
4013;60684,16858;212;Desktop;Networks;text;none;Phrase;3071171
30362;351204,3681;2562;Desktop;Search;text;Brand;Phrase;100211
343;13337,35337;12;Desktop;Search;text;Competitor;Phrase;3262
2144;98139,29537;175;Desktop;Search;text;Other;Phrase;20909
8866;82374,29583;332;Mobile;Networks;text;none;Phrase;527806
40035;803334,1926;5776;Mobile;Search;text;Brand;Phrase;114037
346;17270,37997;12;Mobile;Search;text;Competitor;Phrase;4169
1862;126102,9856;236;Mobile;Search;text;Other;Phrase;20715
4431;139541,1315;59;Desktop;Networks;text;none;Phrase;1490512
1302;35640,59626;19;Desktop;Networks;text;none;Retargeting;287405
7125;605623,0522;1400;Desktop;Search;text;Brand;Phrase;19377
1129;145006,8791;43;Desktop;Search;text;Competitor;Phrase;14351
17332;2420261,066;962;Desktop;Search;text;Other;Phrase;213074
14758;217400,7918;31;Mobile;Networks;text;none;Phrase;2192136
2334;47365,65125;19;Mobile;Networks;text;none;Retargeting;295048
14703;834372,8863;3791;Mobile;Search;text;Brand;Phrase;28416
905;133572,7378;90;Mobile;Search;text;Competitor;Phrase;14064
14734;2228894,895;1860;Mobile;Search;text;Other;Phrase;201151
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Phrase;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpm_banner;none;Retargeting;0
0;0;0;Mobile;Networks;cpm_banner;none;Retargeting;0
0;0;0;Desktop;Networks;cpc_video;none;Retargeting;0
3;39,29280508;0;Desktop;Networks;image_ad;none;Phrase;984
51;349,1205;0;Mobile;Networks;image_ad;none;Phrase;4788
